epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7428571581840515,0.8387755155563354,9.999999747378752e-06,0.5221527218818665,0.774193525314331,0.6857143044471741,0.7666666507720947,0.8822222352027893,0.5657984614372253,0.75,0.800000011920929
1,0.8071428537368774,0.8657142519950867,9.999999747378752e-06,0.4856331944465637,0.841269850730896,0.7571428418159485,0.7666666507720947,0.8911110758781433,0.5631325244903564,0.75,0.800000011920929
2,0.7785714268684387,0.827551007270813,9.999999747378752e-06,0.571161150932312,0.8095238208770752,0.7285714149475098,0.7666666507720947,0.8933333158493042,0.5607941150665283,0.75,0.800000011920929
3,0.7785714268684387,0.8781632781028748,9.999999747378752e-06,0.4629654586315155,0.8095238208770752,0.7285714149475098,0.7666666507720947,0.8911111354827881,0.5583469271659851,0.75,0.800000011920929
4,0.7142857313156128,0.8061224222183228,9.999999747378752e-06,0.5602388381958008,0.7272727489471436,0.6857143044471741,0.7333333492279053,0.8999999761581421,0.555914044380188,0.7333333492279053,0.7333333492279053
5,0.6714285612106323,0.7946938872337341,4.999999873689376e-06,0.6293540000915527,0.6578947305679321,0.7142857313156128,0.7333333492279053,0.8933333158493042,0.5536164045333862,0.7333333492279053,0.7333333492279053
6,0.7642857432365417,0.837040901184082,4.999999873689376e-06,0.5144473314285278,0.7534246444702148,0.7857142686843872,0.7333333492279053,0.9000000357627869,0.5514238476753235,0.7333333492279053,0.7333333492279053
7,0.75,0.8163265585899353,4.999999873689376e-06,0.6080641746520996,0.7397260069847107,0.7714285850524902,0.7666666507720947,0.9066667556762695,0.5495121479034424,0.8333333134651184,0.6666666865348816
8,0.8142856955528259,0.888469398021698,4.999999873689376e-06,0.43758097290992737,0.8235294222831726,0.800000011920929,0.7666666507720947,0.9044444561004639,0.5482040643692017,0.8333333134651184,0.6666666865348816
9,0.8071428537368774,0.8617346286773682,4.999999873689376e-06,0.4987715482711792,0.8208954930305481,0.7857142686843872,0.800000011920929,0.9044444561004639,0.5462417602539062,0.9090909361839294,0.6666666865348816
10,0.7571428418159485,0.8446938991546631,2.499999936844688e-06,0.5342992544174194,0.7571428418159485,0.7571428418159485,0.800000011920929,0.9111111164093018,0.5442002415657043,0.9090909361839294,0.6666666865348816
11,0.7642857432365417,0.8480612635612488,2.499999936844688e-06,0.5152880549430847,0.7402597665786743,0.8142856955528259,0.800000011920929,0.9088889360427856,0.5420306921005249,0.9090909361839294,0.6666666865348816
12,0.7642857432365417,0.8411224484443665,2.499999936844688e-06,0.5095736980438232,0.7605633735656738,0.7714285850524902,0.800000011920929,0.9133333563804626,0.5401766896247864,0.9090909361839294,0.6666666865348816
13,0.7642857432365417,0.8312245607376099,2.499999936844688e-06,0.553020715713501,0.7936508059501648,0.7142857313156128,0.7666666507720947,0.9066666960716248,0.5381044745445251,0.8999999761581421,0.6000000238418579
14,0.7428571581840515,0.8318367004394531,2.499999936844688e-06,0.5352787375450134,0.7428571581840515,0.7428571581840515,0.7666666507720947,0.90666663646698,0.5360767841339111,0.8999999761581421,0.6000000238418579
15,0.8428571224212646,0.9077551364898682,1.249999968422344e-06,0.38148418068885803,0.8428571224212646,0.8428571224212646,0.7666666507720947,0.9088889360427856,0.5340158343315125,0.8999999761581421,0.6000000238418579
16,0.7785714268684387,0.8522449135780334,1.249999968422344e-06,0.5221448540687561,0.7746478915214539,0.7857142686843872,0.7666666507720947,0.9088889360427856,0.5322561860084534,0.8999999761581421,0.6000000238418579
17,0.7428571581840515,0.7847959399223328,1.249999968422344e-06,0.6418149471282959,0.7361111044883728,0.7571428418159485,0.7666666507720947,0.9088888764381409,0.5302468538284302,0.8999999761581421,0.6000000238418579
18,0.7285714149475098,0.8026530742645264,1.249999968422344e-06,0.6135476231575012,0.7352941036224365,0.7142857313156128,0.7666666507720947,0.9022222757339478,0.5282440781593323,0.8999999761581421,0.6000000238418579
19,0.7785714268684387,0.8271428346633911,1.249999968422344e-06,0.5383685231208801,0.8305084705352783,0.699999988079071,0.7666666507720947,0.8999999761581421,0.5264750719070435,0.8999999761581421,0.6000000238418579
20,0.7857142686843872,0.8503060936927795,6.24999984211172e-07,0.49251535534858704,0.8125,0.7428571581840515,0.7666666507720947,0.8999999761581421,0.5252402424812317,0.8999999761581421,0.6000000238418579
21,0.7071428298950195,0.8471428155899048,6.24999984211172e-07,0.49691691994667053,0.7101449370384216,0.699999988079071,0.7666666507720947,0.897777795791626,0.523639976978302,0.8999999761581421,0.6000000238418579
22,0.7357142567634583,0.8143877387046814,6.24999984211172e-07,0.5738862156867981,0.7260273694992065,0.7571428418159485,0.7666666507720947,0.8977777361869812,0.5215355157852173,0.8999999761581421,0.6000000238418579
