epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8030303120613098,0.8960055112838745,9.999999747378752e-06,0.41065263748168945,0.8225806355476379,0.7727272510528564,0.692307710647583,0.9023668169975281,0.530687689781189,0.6190476417541504,1.0
1,0.8030303120613098,0.882805347442627,9.999999747378752e-06,0.4457125663757324,0.8125,0.7878788113594055,0.692307710647583,0.8934911489486694,0.5289245843887329,0.6190476417541504,1.0
2,0.8030303120613098,0.9090908765792847,9.999999747378752e-06,0.40355491638183594,0.8448275923728943,0.7424242496490479,0.692307710647583,0.8757396340370178,0.5265094041824341,0.6190476417541504,1.0
3,0.8181818127632141,0.9167814254760742,9.999999747378752e-06,0.3776182532310486,0.875,0.7424242496490479,0.692307710647583,0.8727810382843018,0.5263110995292664,0.6190476417541504,1.0
4,0.7954545617103577,0.9028925895690918,9.999999747378752e-06,0.38091063499450684,0.800000011920929,0.7878788113594055,0.692307710647583,0.8757396340370178,0.5240524411201477,0.6190476417541504,1.0
5,0.8409090638160706,0.9040403962135315,4.999999873689376e-06,0.4091241955757141,0.8813559412956238,0.7878788113594055,0.692307710647583,0.8757396340370178,0.521606981754303,0.6190476417541504,1.0
6,0.7727272510528564,0.8900367021560669,4.999999873689376e-06,0.4156564772129059,0.7903226017951965,0.7424242496490479,0.692307710647583,0.8727810382843018,0.5192750692367554,0.6190476417541504,1.0
7,0.7878788113594055,0.8898071646690369,4.999999873689376e-06,0.412181556224823,0.8275862336158752,0.7272727489471436,0.7307692170143127,0.8757396340370178,0.5169888138771057,0.6499999761581421,1.0
8,0.8333333134651184,0.9238980412483215,4.999999873689376e-06,0.3538690209388733,0.8928571343421936,0.7575757503509521,0.692307710647583,0.8727810382843018,0.5151033401489258,0.6315789222717285,0.9230769276618958
9,0.7651515007019043,0.8882002234458923,4.999999873689376e-06,0.4402768313884735,0.7966101765632629,0.7121211886405945,0.692307710647583,0.8698225021362305,0.5128723978996277,0.6315789222717285,0.9230769276618958
