epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8560606241226196,0.9322773218154907,9.999999747378752e-06,0.3393569886684418,0.8405796885490417,0.8787878751754761,0.6538461446762085,0.8284023404121399,0.6092028617858887,0.6111111044883728,0.8461538553237915
1,0.8333333134651184,0.938705325126648,9.999999747378752e-06,0.32849785685539246,0.8055555820465088,0.8787878751754761,0.6538461446762085,0.8284023404121399,0.6075368523597717,0.6111111044883728,0.8461538553237915
2,0.8257575631141663,0.9069100022315979,9.999999747378752e-06,0.4090377688407898,0.8028169274330139,0.8636363744735718,0.6538461446762085,0.8284024000167847,0.6067954301834106,0.6111111044883728,0.8461538553237915
3,0.8409090638160706,0.9469696879386902,9.999999747378752e-06,0.3014344573020935,0.8082191944122314,0.8939393758773804,0.6538461446762085,0.8284024000167847,0.6033751964569092,0.6111111044883728,0.8461538553237915
4,0.8030303120613098,0.9266529083251953,9.999999747378752e-06,0.3496136963367462,0.7941176295280457,0.8181818127632141,0.6538461446762085,0.8284024000167847,0.6021476984024048,0.6111111044883728,0.8461538553237915
5,0.9015151262283325,0.9683195352554321,4.999999873689376e-06,0.23692604899406433,0.8840579986572266,0.9242424368858337,0.6538461446762085,0.8284024000167847,0.6028123497962952,0.6111111044883728,0.8461538553237915
6,0.8560606241226196,0.9271119832992554,4.999999873689376e-06,0.3415805995464325,0.8507462739944458,0.8636363744735718,0.6538461446762085,0.8284024000167847,0.6009773015975952,0.6111111044883728,0.8461538553237915
7,0.8636363744735718,0.9515610933303833,4.999999873689376e-06,0.2859800457954407,0.8428571224212646,0.8939393758773804,0.6538461446762085,0.8284024000167847,0.6045278906822205,0.6111111044883728,0.8461538553237915
8,0.8409090638160706,0.932851254940033,4.999999873689376e-06,0.33206307888031006,0.8260869383811951,0.8636363744735718,0.6538461446762085,0.8165680170059204,0.6045814156532288,0.6111111044883728,0.8461538553237915
9,0.8863636255264282,0.943870484828949,4.999999873689376e-06,0.30636340379714966,0.8805969953536987,0.8939393758773804,0.692307710647583,0.8047337532043457,0.6044495701789856,0.6470588445663452,0.8461538553237915
